RUN	Servicios.ObtenerCiudades	obtenerciudades	1569618175525	 	3.0.2
REQUEST	328		SmokeTest	1569618226286	1569618227169	OK	 
USER	SmokeTest	328	END	1569618226285	1569618227174
USER	SmokeTest	335	START	1569618227175	1569618227175
REQUEST	329		SmokeTest	1569618226324	1569618227268	OK	 
USER	SmokeTest	329	END	1569618226324	1569618227271
USER	SmokeTest	336	START	1569618227271	1569618227271
REQUEST	324		SmokeTest	1569618225911	1569618227298	OK	 
USER	SmokeTest	324	END	1569618225909	1569618227302
USER	SmokeTest	337	START	1569618227302	1569618227302
REQUEST	330		SmokeTest	1569618226540	1569618227398	OK	 
USER	SmokeTest	330	END	1569618226540	1569618227403
REQUEST	331		SmokeTest	1569618226549	1569618227404	OK	 
REQUEST	326		SmokeTest	1569618226231	1569618227404	OK	 
USER	SmokeTest	338	START	1569618227408	1569618227408
USER	SmokeTest	331	END	1569618226549	1569618227409
USER	SmokeTest	339	START	1569618227411	1569618227411
USER	SmokeTest	326	END	1569618226230	1569618227411
USER	SmokeTest	340	START	1569618227412	1569618227412
REQUEST	332		SmokeTest	1569618226915	1569618227841	OK	 
USER	SmokeTest	332	END	1569618226914	1569618227844
USER	SmokeTest	341	START	1569618227845	1569618227845
REQUEST	333		SmokeTest	1569618227024	1569618227858	OK	 
USER	SmokeTest	333	END	1569618227023	1569618227863
USER	SmokeTest	342	START	1569618227863	1569618227863
REQUEST	335		SmokeTest	1569618227175	1569618227926	OK	 
USER	SmokeTest	335	END	1569618227175	1569618227931
USER	SmokeTest	343	START	1569618227931	1569618227931
REQUEST	334		SmokeTest	1569618227037	1569618227953	OK	 
USER	SmokeTest	334	END	1569618227035	1569618227957
REQUEST	336		SmokeTest	1569618227272	1569618227966	OK	 
USER	SmokeTest	344	START	1569618227968	1569618227968
USER	SmokeTest	336	END	1569618227271	1569618227973
USER	SmokeTest	345	START	1569618227975	1569618227975
REQUEST	338		SmokeTest	1569618227411	1569618228215	OK	 
USER	SmokeTest	338	END	1569618227408	1569618228227
USER	SmokeTest	346	START	1569618228232	1569618228232
REQUEST	339		SmokeTest	1569618227412	1569618228278	OK	 
USER	SmokeTest	339	END	1569618227411	1569618228284
USER	SmokeTest	347	START	1569618228285	1569618228285
REQUEST	337		SmokeTest	1569618227302	1569618228284	OK	 
USER	SmokeTest	337	END	1569618227302	1569618228289
USER	SmokeTest	348	START	1569618228289	1569618228289
REQUEST	340		SmokeTest	1569618227413	1569618228376	OK	 
USER	SmokeTest	340	END	1569618227412	1569618228380
USER	SmokeTest	349	START	1569618228381	1569618228381
REQUEST	342		SmokeTest	1569618227864	1569618228788	OK	 
USER	SmokeTest	342	END	1569618227863	1569618228793
USER	SmokeTest	350	START	1569618228793	1569618228793
REQUEST	345		SmokeTest	1569618227975	1569618229011	OK	 
USER	SmokeTest	345	END	1569618227975	1569618229015
USER	SmokeTest	351	START	1569618229015	1569618229015
REQUEST	346		SmokeTest	1569618228233	1569618229038	OK	 
USER	SmokeTest	346	END	1569618228232	1569618229043
USER	SmokeTest	352	START	1569618229043	1569618229043
REQUEST	348		SmokeTest	1569618228290	1569618229049	OK	 
USER	SmokeTest	348	END	1569618228289	1569618229052
USER	SmokeTest	353	START	1569618229052	1569618229052
REQUEST	344		SmokeTest	1569618227974	1569618229086	OK	 
USER	SmokeTest	344	END	1569618227968	1569618229091
USER	SmokeTest	354	START	1569618229091	1569618229091
REQUEST	341		SmokeTest	1569618227845	1569618229140	OK	 
USER	SmokeTest	341	END	1569618227845	1569618229146
USER	SmokeTest	355	START	1569618229152	1569618229152
REQUEST	347		SmokeTest	1569618228285	1569618229194	OK	 
USER	SmokeTest	347	END	1569618228285	1569618229199
USER	SmokeTest	356	START	1569618229199	1569618229199
REQUEST	343		SmokeTest	1569618227931	1569618229213	OK	 
USER	SmokeTest	343	END	1569618227931	1569618229219
USER	SmokeTest	357	START	1569618229220	1569618229220
REQUEST	349		SmokeTest	1569618228381	1569618229240	OK	 
USER	SmokeTest	349	END	1569618228381	1569618229247
USER	SmokeTest	358	START	1569618229253	1569618229253
REQUEST	350		SmokeTest	1569618228794	1569618229550	OK	 
USER	SmokeTest	350	END	1569618228793	1569618229557
USER	SmokeTest	359	START	1569618229558	1569618229558
REQUEST	351		SmokeTest	1569618229016	1569618229939	OK	 
USER	SmokeTest	351	END	1569618229015	1569618229943
USER	SmokeTest	360	START	1569618229943	1569618229943
REQUEST	354		SmokeTest	1569618229091	1569618229955	OK	 
USER	SmokeTest	354	END	1569618229091	1569618229960
USER	SmokeTest	361	START	1569618229960	1569618229960
REQUEST	356		SmokeTest	1569618229200	1569618230032	OK	 
USER	SmokeTest	356	END	1569618229199	1569618230037
USER	SmokeTest	362	START	1569618230037	1569618230037
REQUEST	353		SmokeTest	1569618229053	1569618230056	OK	 
USER	SmokeTest	353	END	1569618229052	1569618230060
USER	SmokeTest	363	START	1569618230060	1569618230060
REQUEST	357		SmokeTest	1569618229220	1569618230122	OK	 
USER	SmokeTest	357	END	1569618229220	1569618230127
REQUEST	352		SmokeTest	1569618229044	1569618230122	OK	 
USER	SmokeTest	364	START	1569618230127	1569618230127
USER	SmokeTest	352	END	1569618229043	1569618230128
USER	SmokeTest	365	START	1569618230128	1569618230128
REQUEST	358		SmokeTest	1569618229253	1569618230168	OK	 
USER	SmokeTest	358	END	1569618229253	1569618230176
USER	SmokeTest	366	START	1569618230176	1569618230176
REQUEST	355		SmokeTest	1569618229152	1569618230280	OK	 
USER	SmokeTest	355	END	1569618229152	1569618230284
USER	SmokeTest	367	START	1569618230284	1569618230284
REQUEST	359		SmokeTest	1569618229559	1569618230470	OK	 
USER	SmokeTest	359	END	1569618229558	1569618230477
USER	SmokeTest	368	START	1569618230477	1569618230477
REQUEST	363		SmokeTest	1569618230061	1569618230833	OK	 
USER	SmokeTest	363	END	1569618230060	1569618230836
USER	SmokeTest	369	START	1569618230837	1569618230837
REQUEST	361		SmokeTest	1569618229960	1569618230846	OK	 
USER	SmokeTest	361	END	1569618229960	1569618230850
USER	SmokeTest	370	START	1569618230850	1569618230850
USER	SmokeTest	371	START	1569618230851	1569618230851
REQUEST	362		SmokeTest	1569618230038	1569618230911	OK	 
USER	SmokeTest	362	END	1569618230037	1569618230921
USER	SmokeTest	372	START	1569618230922	1569618230922
REQUEST	366		SmokeTest	1569618230176	1569618230940	OK	 
USER	SmokeTest	366	END	1569618230176	1569618230946
USER	SmokeTest	373	START	1569618230947	1569618230947
REQUEST	365		SmokeTest	1569618230129	1569618230954	OK	 
USER	SmokeTest	365	END	1569618230128	1569618230959
USER	SmokeTest	374	START	1569618230959	1569618230959
REQUEST	364		SmokeTest	1569618230128	1569618231043	OK	 
USER	SmokeTest	364	END	1569618230127	1569618231048
USER	SmokeTest	375	START	1569618231049	1569618231049
REQUEST	367		SmokeTest	1569618230284	1569618231050	OK	 
USER	SmokeTest	367	END	1569618230284	1569618231059
USER	SmokeTest	376	START	1569618231061	1569618231061
REQUEST	360		SmokeTest	1569618229943	1569618231133	OK	 
USER	SmokeTest	360	END	1569618229943	1569618231136
USER	SmokeTest	377	START	1569618231137	1569618231137
REQUEST	368		SmokeTest	1569618230478	1569618231486	OK	 
USER	SmokeTest	368	END	1569618230477	1569618231493
USER	SmokeTest	378	START	1569618231493	1569618231493
REQUEST	375		SmokeTest	1569618231050	1569618231949	OK	 
USER	SmokeTest	375	END	1569618231049	1569618231955
REQUEST	377		SmokeTest	1569618231137	1569618231949	OK	 
REQUEST	376		SmokeTest	1569618231061	1569618231949	OK	 
USER	SmokeTest	379	START	1569618231955	1569618231955
USER	SmokeTest	377	END	1569618231137	1569618231958
USER	SmokeTest	380	START	1569618231961	1569618231961
USER	SmokeTest	376	END	1569618231061	1569618231961
USER	SmokeTest	381	START	1569618231962	1569618231962
REQUEST	374		SmokeTest	1569618230960	1569618232075	OK	 
USER	SmokeTest	374	END	1569618230959	1569618232078
USER	SmokeTest	382	START	1569618232078	1569618232078
REQUEST	373		SmokeTest	1569618230948	1569618232149	OK	 
REQUEST	371		SmokeTest	1569618230852	1569618232150	OK	 
USER	SmokeTest	373	END	1569618230947	1569618232158
REQUEST	372		SmokeTest	1569618230924	1569618232154	OK	 
USER	SmokeTest	383	START	1569618232164	1569618232164
USER	SmokeTest	371	END	1569618230851	1569618232162
USER	SmokeTest	384	START	1569618232168	1569618232168
USER	SmokeTest	372	END	1569618230922	1569618232165
USER	SmokeTest	385	START	1569618232169	1569618232169
REQUEST	378		SmokeTest	1569618231494	1569618232277	OK	 
USER	SmokeTest	378	END	1569618231493	1569618232282
USER	SmokeTest	386	START	1569618232284	1569618232284
REQUEST	369		SmokeTest	1569618230837	1569618232542	OK	 
USER	SmokeTest	369	END	1569618230837	1569618232547
USER	SmokeTest	387	START	1569618232547	1569618232547
REQUEST	370		SmokeTest	1569618230850	1569618232631	OK	 
USER	SmokeTest	370	END	1569618230850	1569618232635
USER	SmokeTest	388	START	1569618232635	1569618232635
REQUEST	384		SmokeTest	1569618232168	1569618232997	OK	 
USER	SmokeTest	384	END	1569618232168	1569618233001
USER	SmokeTest	389	START	1569618233001	1569618233001
REQUEST	383		SmokeTest	1569618232167	1569618233041	OK	 
USER	SmokeTest	383	END	1569618232164	1569618233044
USER	SmokeTest	390	START	1569618233045	1569618233045
REQUEST	382		SmokeTest	1569618232079	1569618233132	OK	 
USER	SmokeTest	382	END	1569618232078	1569618233139
USER	SmokeTest	391	START	1569618233139	1569618233139
REQUEST	381		SmokeTest	1569618231963	1569618233229	OK	 
USER	SmokeTest	381	END	1569618231962	1569618233233
REQUEST	379		SmokeTest	1569618231961	1569618233229	OK	 
USER	SmokeTest	392	START	1569618233234	1569618233234
USER	SmokeTest	379	END	1569618231955	1569618233236
USER	SmokeTest	393	START	1569618233239	1569618233239
REQUEST	380		SmokeTest	1569618231962	1569618233322	OK	 
USER	SmokeTest	380	END	1569618231961	1569618233328
USER	SmokeTest	394	START	1569618233329	1569618233329
REQUEST	388		SmokeTest	1569618232636	1569618233481	OK	 
USER	SmokeTest	388	END	1569618232635	1569618233488
USER	SmokeTest	395	START	1569618233488	1569618233488
REQUEST	385		SmokeTest	1569618232169	1569618233565	OK	 
USER	SmokeTest	385	END	1569618232169	1569618233569
USER	SmokeTest	396	START	1569618233569	1569618233569
REQUEST	389		SmokeTest	1569618233001	1569618233774	OK	 
USER	SmokeTest	389	END	1569618233001	1569618233779
USER	SmokeTest	397	START	1569618233779	1569618233779
REQUEST	390		SmokeTest	1569618233045	1569618234060	OK	 
USER	SmokeTest	390	END	1569618233045	1569618234064
USER	SmokeTest	398	START	1569618234065	1569618234065
REQUEST	393		SmokeTest	1569618233239	1569618234152	OK	 
USER	SmokeTest	393	END	1569618233239	1569618234156
USER	SmokeTest	399	START	1569618234156	1569618234156
REQUEST	386		SmokeTest	1569618232284	1569618234156	OK	 
USER	SmokeTest	386	END	1569618232284	1569618234160
USER	SmokeTest	400	START	1569618234160	1569618234160
REQUEST	391		SmokeTest	1569618233140	1569618234178	OK	 
USER	SmokeTest	391	END	1569618233139	1569618234181
USER	SmokeTest	401	START	1569618234181	1569618234181
REQUEST	394		SmokeTest	1569618233329	1569618234186	OK	 
USER	SmokeTest	394	END	1569618233329	1569618234190
USER	SmokeTest	402	START	1569618234190	1569618234190
REQUEST	395		SmokeTest	1569618233489	1569618234262	OK	 
USER	SmokeTest	395	END	1569618233488	1569618234271
USER	SmokeTest	403	START	1569618234272	1569618234272
REQUEST	387		SmokeTest	1569618232549	1569618234272	OK	 
USER	SmokeTest	387	END	1569618232547	1569618234279
USER	SmokeTest	404	START	1569618234279	1569618234279
REQUEST	396		SmokeTest	1569618233570	1569618234579	OK	 
USER	SmokeTest	396	END	1569618233569	1569618234583
USER	SmokeTest	405	START	1569618234583	1569618234583
REQUEST	397		SmokeTest	1569618233779	1569618234733	OK	 
USER	SmokeTest	397	END	1569618233779	1569618234738
USER	SmokeTest	406	START	1569618234738	1569618234738
REQUEST	392		SmokeTest	1569618233237	1569618234828	OK	 
USER	SmokeTest	392	END	1569618233234	1569618234831
USER	SmokeTest	407	START	1569618234832	1569618234832
REQUEST	404		SmokeTest	1569618234280	1569618235305	OK	 
USER	SmokeTest	404	END	1569618234279	1569618235308
USER	SmokeTest	408	START	1569618235309	1569618235309
REQUEST	399		SmokeTest	1569618234157	1569618235386	OK	 
USER	SmokeTest	399	END	1569618234156	1569618235389
USER	SmokeTest	409	START	1569618235389	1569618235389
REQUEST	398		SmokeTest	1569618234065	1569618235407	OK	 
USER	SmokeTest	398	END	1569618234065	1569618235415
USER	SmokeTest	410	START	1569618235415	1569618235415
REQUEST	401		SmokeTest	1569618234182	1569618235418	OK	 
USER	SmokeTest	401	END	1569618234181	1569618235421
USER	SmokeTest	411	START	1569618235421	1569618235421
REQUEST	403		SmokeTest	1569618234272	1569618235422	OK	 
USER	SmokeTest	403	END	1569618234272	1569618235425
USER	SmokeTest	412	START	1569618235426	1569618235426
REQUEST	407		SmokeTest	1569618234832	1569618235543	OK	 
USER	SmokeTest	407	END	1569618234832	1569618235546
USER	SmokeTest	413	START	1569618235546	1569618235546
REQUEST	402		SmokeTest	1569618234191	1569618235804	OK	 
USER	SmokeTest	402	END	1569618234190	1569618235808
USER	SmokeTest	414	START	1569618235808	1569618235808
REQUEST	400		SmokeTest	1569618234161	1569618236022	OK	 
USER	SmokeTest	400	END	1569618234160	1569618236026
USER	SmokeTest	415	START	1569618236035	1569618236035
REQUEST	412		SmokeTest	1569618235426	1569618236360	OK	 
USER	SmokeTest	412	END	1569618235426	1569618236363
USER	SmokeTest	416	START	1569618236363	1569618236363
REQUEST	409		SmokeTest	1569618235390	1569618236413	OK	 
USER	SmokeTest	409	END	1569618235389	1569618236416
USER	SmokeTest	417	START	1569618236416	1569618236416
REQUEST	413		SmokeTest	1569618235546	1569618236469	OK	 
USER	SmokeTest	413	END	1569618235546	1569618236474
USER	SmokeTest	418	START	1569618236474	1569618236474
REQUEST	408		SmokeTest	1569618235309	1569618236512	OK	 
USER	SmokeTest	408	END	1569618235309	1569618236516
USER	SmokeTest	419	START	1569618236516	1569618236516
REQUEST	414		SmokeTest	1569618235808	1569618236567	OK	 
USER	SmokeTest	414	END	1569618235808	1569618236570
USER	SmokeTest	420	START	1569618236570	1569618236570
REQUEST	410		SmokeTest	1569618235415	1569618236650	OK	 
USER	SmokeTest	410	END	1569618235415	1569618236655
USER	SmokeTest	421	START	1569618236655	1569618236655
REQUEST	411		SmokeTest	1569618235422	1569618236739	OK	 
USER	SmokeTest	411	END	1569618235421	1569618236743
USER	SmokeTest	422	START	1569618236743	1569618236743
REQUEST	415		SmokeTest	1569618236036	1569618236783	OK	 
USER	SmokeTest	415	END	1569618236035	1569618236786
USER	SmokeTest	423	START	1569618236787	1569618236787
REQUEST	405		SmokeTest	1569618234584	1569618236838	OK	 
USER	SmokeTest	405	END	1569618234583	1569618236842
USER	SmokeTest	424	START	1569618236842	1569618236842
REQUEST	416		SmokeTest	1569618236364	1569618237114	OK	 
USER	SmokeTest	416	END	1569618236363	1569618237118
USER	SmokeTest	425	START	1569618237118	1569618237118
REQUEST	417		SmokeTest	1569618236416	1569618237181	OK	 
USER	SmokeTest	417	END	1569618236416	1569618237187
USER	SmokeTest	426	START	1569618237188	1569618237188
REQUEST	418		SmokeTest	1569618236475	1569618237197	OK	 
USER	SmokeTest	418	END	1569618236474	1569618237201
USER	SmokeTest	427	START	1569618237201	1569618237201
REQUEST	419		SmokeTest	1569618236517	1569618237379	OK	 
USER	SmokeTest	419	END	1569618236516	1569618237382
USER	SmokeTest	428	START	1569618237382	1569618237382
REQUEST	420		SmokeTest	1569618236571	1569618237408	OK	 
USER	SmokeTest	420	END	1569618236570	1569618237413
USER	SmokeTest	429	START	1569618237413	1569618237413
REQUEST	421		SmokeTest	1569618236656	1569618237417	OK	 
USER	SmokeTest	421	END	1569618236655	1569618237420
USER	SmokeTest	430	START	1569618237421	1569618237421
REQUEST	422		SmokeTest	1569618236743	1569618237492	OK	 
USER	SmokeTest	422	END	1569618236743	1569618237495
USER	SmokeTest	431	START	1569618237495	1569618237495
REQUEST	424		SmokeTest	1569618236842	1569618237597	OK	 
USER	SmokeTest	424	END	1569618236842	1569618237601
USER	SmokeTest	432	START	1569618237601	1569618237601
REQUEST	423		SmokeTest	1569618236787	1569618237714	OK	 
USER	SmokeTest	423	END	1569618236787	1569618237718
USER	SmokeTest	433	START	1569618237718	1569618237718
REQUEST	425		SmokeTest	1569618237118	1569618237955	OK	 
USER	SmokeTest	425	END	1569618237118	1569618237960
REQUEST	427		SmokeTest	1569618237202	1569618238050	OK	 
USER	SmokeTest	427	END	1569618237201	1569618238054
REQUEST	428		SmokeTest	1569618237383	1569618238075	OK	 
USER	SmokeTest	428	END	1569618237382	1569618238078
REQUEST	426		SmokeTest	1569618237189	1569618238092	OK	 
USER	SmokeTest	426	END	1569618237188	1569618238095
REQUEST	429		SmokeTest	1569618237414	1569618238251	OK	 
USER	SmokeTest	429	END	1569618237413	1569618238254
REQUEST	430		SmokeTest	1569618237421	1569618238358	OK	 
USER	SmokeTest	430	END	1569618237421	1569618238362
REQUEST	431		SmokeTest	1569618237495	1569618238366	OK	 
USER	SmokeTest	431	END	1569618237495	1569618238373
REQUEST	433		SmokeTest	1569618237718	1569618238465	OK	 
USER	SmokeTest	433	END	1569618237718	1569618238469
REQUEST	432		SmokeTest	1569618237602	1569618238470	OK	 
USER	SmokeTest	432	END	1569618237601	1569618238473
REQUEST	406		SmokeTest	1569618234739	1569618238634	OK	 
USER	SmokeTest	406	END	1569618234738	1569618238638
